campaign_touch_id,activity_month,vehicle_segment,model_year_position,powertrain_focus,primary_channel,secondary_channel_syndicated_flag,shopper_intent_decile,market_region_tier,nameplate_lifecycle_stage,incentive_program_pressure_band,competitive_conquest_intensity_band,days_supply_inventory_proxy_band,auto_loan_rate_environment_band,personalization_depth_band,dealer_cosponsored_local_campaign_flag,days_since_last_brand_engagement,major_auto_show_or_event_window_flag,ev_adoption_maturity_region_band,ad_frequency_saturation_risk_band,certified_preowned_vs_new_intent_context,credit_availability_consumer_stress_band,multicultural_locale_creative_match_flag,qualified_marketing_milestone_achieved
AMK-00024472,2024-03,Full-Size Pickup,Current Model Year,PHEV,OEM Website / App,Yes,7,Canada,Runout / End of Generation,Light Incentives,Moderate,Balanced,Flat,1:1 Next-Best-Offer,No,39,No,Early Market,Low Exposure,Mixed / Undecided,Benign,Yes,1
AMK-00024473,2023-09,Compact SUV / Crossover,Current Model Year,Hybrid,Programmatic Video / CTV,No,4,Canada,Steady State,Light Incentives,Moderate,Tight – Under 30,Flat,Segmented,Yes,36,No,Mature EV Penetration,Typical,New Vehicle Focus,Benign,No,0
AMK-00024474,2025-04,Midsize Sedan,Current Model Year,ICE,OEM Website / App,No,1,US – Major Metro,Steady State,Light Incentives,Low,Tight – Under 30,Flat,Generic,No,25,No,Early Market,Low Exposure,New Vehicle Focus,Tightening,Yes,0
AMK-00024475,2024-12,Midsize Sedan,Prior Year Closeout,PHEV,Dealer Co-op – Local Digital,Yes,1,US – Suburban / Secondary,Runout / End of Generation,Light Incentives,Low,High – Over 60,Favourable vs Prior Quarter,Segmented,No,38,Yes,Mature EV Penetration,Typical,New Vehicle Focus,Tightening,No,1
AMK-00024476,2025-01,Full-Size Pickup,Current Model Year,ICE,Paid Social,Yes,9,US – Suburban / Secondary,Steady State,Light Incentives,Moderate,High – Over 60,Flat,Segmented,Yes,43,No,Early Market,Low Exposure,New Vehicle Focus,Benign,No,1
AMK-00024477,2024-11,Midsize / 3-Row SUV,Current Model Year,ICE,Programmatic Video / CTV,No,2,US – Major Metro,Steady State,Light Incentives,Low,Balanced,Adverse – Rising APR,Segmented,No,36,No,Growing,Low Exposure,New Vehicle Focus,Tightening,Yes,0
AMK-00024478,2025-06,Performance / Specialty,Current Model Year,ICE,Paid Social,No,4,US – Rural / Exurban,Steady State,Light Incentives,High – New Entrants,Balanced,Favourable vs Prior Quarter,Generic,Yes,42,No,Growing,Typical,New Vehicle Focus,Benign,No,0
AMK-00024479,2023-05,Compact SUV / Crossover,Current Model Year,BEV,OEM Website / App,No,7,US – Suburban / Secondary,Steady State,Heavy Stair-Step Risk,High – New Entrants,Tight – Under 30,Favourable vs Prior Quarter,Segmented,No,45,No,Growing,Typical,New Vehicle Focus,Benign,No,0
AMK-00024480,2022-10,Compact SUV / Crossover,Current Model Year,ICE,Programmatic Video / CTV,Yes,9,Canada,New Launch / Fresh Reveal,Moderate APR / Cash,Low,Tight – Under 30,Flat,Generic,Yes,42,No,Mature EV Penetration,Low Exposure,New Vehicle Focus,Benign,Yes,1
AMK-00024481,2025-09,Full-Size Pickup,Prior Year Closeout,Hybrid,Programmatic Video / CTV,Yes,2,US – Suburban / Secondary,New Launch / Fresh Reveal,Moderate APR / Cash,Low,Balanced,Favourable vs Prior Quarter,Generic,Yes,36,No,Early Market,Low Exposure,New Vehicle Focus,Tightening,Yes,0
AMK-00024482,2023-04,Compact SUV / Crossover,Current Model Year,ICE,Email – CRM,No,2,Canada,Runout / End of Generation,Moderate APR / Cash,High – New Entrants,High – Over 60,Adverse – Rising APR,Segmented,No,34,No,Growing,Typical,New Vehicle Focus,Tightening,No,0
AMK-00024483,2023-07,Compact SUV / Crossover,Prior Year Closeout,BEV,OEM Website / App,Yes,9,Canada,Steady State,Moderate APR / Cash,Low,Tight – Under 30,Flat,Generic,No,33,Yes,Growing,Typical,New Vehicle Focus,Benign,No,0
AMK-00024484,2023-02,EV Crossover,Current Model Year,ICE,Paid Social,No,3,Canada,Runout / End of Generation,Heavy Stair-Step Risk,Moderate,High – Over 60,Adverse – Rising APR,Segmented,Yes,43,No,Early Market,Low Exposure,Mixed / Undecided,Tightening,No,0
AMK-00024485,2024-03,Full-Size Pickup,Current Model Year,BEV,OEM Website / App,No,5,US – Suburban / Secondary,Mid-Cycle Refresh,Moderate APR / Cash,High – New Entrants,Balanced,Favourable vs Prior Quarter,Segmented,No,45,Yes,Growing,Typical,New Vehicle Focus,Benign,Yes,1
AMK-00024486,2023-04,Compact SUV / Crossover,Current Model Year,ICE,Dealer Co-op – Local Digital,No,1,US – Rural / Exurban,New Launch / Fresh Reveal,Moderate APR / Cash,High – New Entrants,High – Over 60,Flat,1:1 Next-Best-Offer,No,35,Yes,Growing,High Fatigue Risk,New Vehicle Focus,Tightening,No,0
AMK-00024487,2022-06,Compact SUV / Crossover,Prior Year Closeout,ICE,Email – CRM,No,4,US – Major Metro,Mid-Cycle Refresh,Moderate APR / Cash,Low,High – Over 60,Adverse – Rising APR,Generic,No,44,No,Mature EV Penetration,High Fatigue Risk,CPO / Used Consideration,Tightening,No,0
AMK-00024488,2023-06,Midsize / 3-Row SUV,Current Model Year,ICE,Email – CRM,No,9,US – Major Metro,Steady State,Moderate APR / Cash,Low,Tight – Under 30,Adverse – Rising APR,Segmented,No,29,No,Growing,Low Exposure,CPO / Used Consideration,Benign,No,0
AMK-00024489,2022-12,Midsize / 3-Row SUV,Prior Year Closeout,ICE,Paid Search,No,6,US – Suburban / Secondary,Steady State,Heavy Stair-Step Risk,Moderate,Tight – Under 30,Adverse – Rising APR,Segmented,No,43,No,Growing,Low Exposure,Mixed / Undecided,Benign,Yes,0
AMK-00024490,2024-04,Midsize / 3-Row SUV,Next MY Pre-Order,ICE,Auto Show / Experiential,No,5,US – Rural / Exurban,Steady State,Moderate APR / Cash,Low,Tight – Under 30,Flat,1:1 Next-Best-Offer,No,34,No,Early Market,Low Exposure,New Vehicle Focus,Tightening,Yes,1
AMK-00024491,2025-09,EV Crossover,Current Model Year,BEV,Dealer Co-op – Local Digital,No,1,US – Suburban / Secondary,Steady State,Moderate APR / Cash,Low,Balanced,Flat,Segmented,No,40,No,Growing,High Fatigue Risk,New Vehicle Focus,Benign,No,0
AMK-00024492,2025-02,EV Crossover,Prior Year Closeout,BEV,Programmatic Video / CTV,No,4,US – Major Metro,Steady State,Heavy Stair-Step Risk,Low,Tight – Under 30,Adverse – Rising APR,Segmented,Yes,46,No,Growing,High Fatigue Risk,New Vehicle Focus,Tightening,Yes,1
AMK-00024493,2022-07,Compact SUV / Crossover,Prior Year Closeout,BEV,Paid Social,Yes,4,US – Rural / Exurban,New Launch / Fresh Reveal,Moderate APR / Cash,Low,Balanced,Favourable vs Prior Quarter,1:1 Next-Best-Offer,No,41,No,Growing,Low Exposure,New Vehicle Focus,Constrained,No,0
AMK-00024494,2025-05,Compact SUV / Crossover,Prior Year Closeout,ICE,Paid Search,Yes,4,Canada,Runout / End of Generation,Moderate APR / Cash,Moderate,High – Over 60,Flat,Generic,No,33,No,Early Market,Typical,New Vehicle Focus,Benign,No,1
AMK-00024495,2022-06,Compact SUV / Crossover,Current Model Year,BEV,OEM Website / App,Yes,4,US – Major Metro,Steady State,Light Incentives,Moderate,High – Over 60,Favourable vs Prior Quarter,Generic,No,34,No,Early Market,Typical,New Vehicle Focus,Benign,No,0
AMK-00024496,2025-04,Midsize / 3-Row SUV,Prior Year Closeout,Hybrid,Paid Social,Yes,9,US – Major Metro,New Launch / Fresh Reveal,Heavy Stair-Step Risk,Low,Balanced,Adverse – Rising APR,Segmented,Yes,37,No,Mature EV Penetration,High Fatigue Risk,CPO / Used Consideration,Tightening,Yes,0
AMK-00024497,2023-03,Midsize / 3-Row SUV,Current Model Year,BEV,Programmatic Video / CTV,Yes,2,US – Suburban / Secondary,Steady State,Moderate APR / Cash,Low,Balanced,Adverse – Rising APR,1:1 Next-Best-Offer,Yes,38,No,Early Market,Typical,New Vehicle Focus,Tightening,Yes,0
AMK-00024498,2023-09,Midsize / 3-Row SUV,Current Model Year,Hybrid,Paid Social,Yes,4,US – Major Metro,New Launch / Fresh Reveal,Moderate APR / Cash,Low,High – Over 60,Favourable vs Prior Quarter,Segmented,Yes,42,No,Growing,Typical,CPO / Used Consideration,Benign,Yes,0
AMK-00024499,2023-11,Full-Size Pickup,Current Model Year,PHEV,Paid Social,No,9,US – Major Metro,Steady State,Moderate APR / Cash,Low,Balanced,Adverse – Rising APR,1:1 Next-Best-Offer,Yes,44,No,Growing,Typical,Mixed / Undecided,Tightening,No,1
AMK-00024500,2024-09,EV Crossover,Prior Year Closeout,ICE,Paid Search,No,7,US – Major Metro,New Launch / Fresh Reveal,Light Incentives,Moderate,Balanced,Flat,1:1 Next-Best-Offer,No,40,No,Early Market,Typical,New Vehicle Focus,Constrained,No,1
AMK-00024501,2024-02,Compact SUV / Crossover,Current Model Year,Hybrid,Email – CRM,No,3,US – Major Metro,New Launch / Fresh Reveal,Moderate APR / Cash,Low,Balanced,Favourable vs Prior Quarter,Segmented,No,37,No,Growing,Typical,New Vehicle Focus,Benign,No,1
AMK-00024502,2024-02,EV Crossover,Prior Year Closeout,ICE,Paid Social,Yes,9,US – Major Metro,Steady State,Light Incentives,Moderate,Tight – Under 30,Flat,1:1 Next-Best-Offer,Yes,37,Yes,Mature EV Penetration,Typical,New Vehicle Focus,Constrained,No,1
AMK-00024503,2024-11,Compact SUV / Crossover,Current Model Year,ICE,OEM Website / App,No,1,US – Major Metro,Mid-Cycle Refresh,Moderate APR / Cash,High – New Entrants,Balanced,Flat,Generic,No,44,No,Early Market,Low Exposure,Mixed / Undecided,Benign,Yes,0
AMK-00024504,2023-11,Compact SUV / Crossover,Current Model Year,Hybrid,Paid Search,Yes,2,Other Market,Steady State,Light Incentives,Low,Balanced,Favourable vs Prior Quarter,1:1 Next-Best-Offer,No,40,No,Early Market,Low Exposure,New Vehicle Focus,Benign,Yes,0
AMK-00024505,2024-11,Compact SUV / Crossover,Prior Year Closeout,PHEV,Paid Social,No,5,US – Suburban / Secondary,Steady State,Light Incentives,Low,Balanced,Adverse – Rising APR,Segmented,No,32,No,Early Market,Typical,Mixed / Undecided,Benign,Yes,0
AMK-00024506,2022-04,Midsize / 3-Row SUV,Current Model Year,ICE,Dealer Co-op – Local Digital,No,3,US – Suburban / Secondary,Steady State,Heavy Stair-Step Risk,High – New Entrants,High – Over 60,Adverse – Rising APR,Generic,No,39,No,Mature EV Penetration,Typical,CPO / Used Consideration,Benign,No,0
AMK-00024507,2024-10,Compact SUV / Crossover,Current Model Year,ICE,Email – CRM,Yes,7,Other Market,Mid-Cycle Refresh,Light Incentives,Low,Tight – Under 30,Flat,1:1 Next-Best-Offer,No,44,No,Early Market,Low Exposure,New Vehicle Focus,Benign,Yes,1
AMK-00024508,2023-04,EV Crossover,Current Model Year,ICE,Programmatic Video / CTV,No,2,US – Major Metro,Mid-Cycle Refresh,Heavy Stair-Step Risk,Low,Balanced,Flat,Segmented,No,43,No,Mature EV Penetration,Typical,Mixed / Undecided,Tightening,No,0
AMK-00024509,2025-11,Midsize / 3-Row SUV,Current Model Year,ICE,Dealer Co-op – Local Digital,Yes,8,US – Major Metro,Mid-Cycle Refresh,Light Incentives,Moderate,Balanced,Flat,Segmented,No,43,No,Early Market,High Fatigue Risk,CPO / Used Consideration,Constrained,No,0
AMK-00024510,2024-06,Midsize / 3-Row SUV,Prior Year Closeout,ICE,OEM Website / App,No,6,Other Market,Mid-Cycle Refresh,Moderate APR / Cash,Moderate,High – Over 60,Flat,Generic,Yes,35,No,Early Market,Typical,New Vehicle Focus,Benign,Yes,0
AMK-00024511,2022-07,Compact SUV / Crossover,Current Model Year,PHEV,Paid Search,No,7,US – Rural / Exurban,Steady State,Moderate APR / Cash,Moderate,Balanced,Adverse – Rising APR,Segmented,No,32,Yes,Early Market,High Fatigue Risk,CPO / Used Consideration,Benign,Yes,0
AMK-00024512,2023-06,Full-Size Pickup,Prior Year Closeout,Hybrid,Email – CRM,Yes,8,Canada,Steady State,Light Incentives,Low,High – Over 60,Adverse – Rising APR,Generic,No,35,No,Growing,Typical,New Vehicle Focus,Tightening,No,0
AMK-00024513,2024-04,Midsize / 3-Row SUV,Current Model Year,BEV,Paid Search,No,2,US – Rural / Exurban,Runout / End of Generation,Heavy Stair-Step Risk,Low,Tight – Under 30,Adverse – Rising APR,Segmented,No,29,Yes,Growing,Typical,CPO / Used Consideration,Benign,No,0
AMK-00024514,2023-10,Compact SUV / Crossover,Current Model Year,ICE,Email – CRM,No,1,US – Suburban / Secondary,Mid-Cycle Refresh,Moderate APR / Cash,High – New Entrants,Balanced,Flat,Generic,No,35,No,Growing,Low Exposure,CPO / Used Consideration,Tightening,Yes,1
AMK-00024515,2023-12,Midsize Sedan,Current Model Year,ICE,OEM Website / App,No,1,US – Major Metro,Steady State,Light Incentives,Moderate,High – Over 60,Flat,Segmented,No,38,No,Early Market,Typical,New Vehicle Focus,Benign,No,0
AMK-00024516,2024-10,Midsize Sedan,Current Model Year,Hybrid,Email – CRM,Yes,3,US – Rural / Exurban,Steady State,Light Incentives,Moderate,Balanced,Favourable vs Prior Quarter,Segmented,Yes,35,No,Mature EV Penetration,Low Exposure,CPO / Used Consideration,Tightening,No,0
AMK-00024517,2023-02,Compact SUV / Crossover,Prior Year Closeout,BEV,Paid Search,Yes,9,US – Suburban / Secondary,Steady State,Heavy Stair-Step Risk,Low,High – Over 60,Flat,Generic,Yes,35,No,Early Market,High Fatigue Risk,CPO / Used Consideration,Benign,Yes,1
AMK-00024518,2025-02,Midsize / 3-Row SUV,Current Model Year,Hybrid,OEM Website / App,Yes,7,US – Suburban / Secondary,Steady State,Moderate APR / Cash,Low,Tight – Under 30,Adverse – Rising APR,Segmented,No,36,No,Mature EV Penetration,Typical,New Vehicle Focus,Benign,No,0
AMK-00024519,2024-12,Full-Size Pickup,Current Model Year,ICE,Auto Show / Experiential,No,1,Canada,Runout / End of Generation,Light Incentives,Low,Balanced,Adverse – Rising APR,1:1 Next-Best-Offer,No,41,No,Early Market,Low Exposure,CPO / Used Consideration,Benign,No,1
AMK-00024520,2024-05,Midsize / 3-Row SUV,Current Model Year,ICE,OEM Website / App,No,8,US – Suburban / Secondary,Steady State,Moderate APR / Cash,Low,Tight – Under 30,Flat,Generic,Yes,39,Yes,Growing,Low Exposure,New Vehicle Focus,Constrained,No,0
AMK-00024521,2024-02,Compact SUV / Crossover,Current Model Year,BEV,Programmatic Video / CTV,Yes,6,US – Major Metro,Steady State,Moderate APR / Cash,Low,Balanced,Adverse – Rising APR,Segmented,No,36,No,Growing,Typical,New Vehicle Focus,Tightening,No,0
AMK-00024522,2024-02,Performance / Specialty,Next MY Pre-Order,PHEV,OEM Website / App,No,2,US – Major Metro,Steady State,Light Incentives,Moderate,Balanced,Favourable vs Prior Quarter,Segmented,Yes,38,No,Early Market,Typical,New Vehicle Focus,Benign,Yes,0
AMK-00024523,2023-11,Compact SUV / Crossover,Current Model Year,ICE,OEM Website / App,No,9,US – Suburban / Secondary,Mid-Cycle Refresh,Light Incentives,Low,Tight – Under 30,Flat,Segmented,Yes,36,No,Early Market,Typical,New Vehicle Focus,Benign,Yes,0
AMK-00024524,2024-12,Compact SUV / Crossover,Next MY Pre-Order,ICE,Paid Social,Yes,8,US – Suburban / Secondary,Mid-Cycle Refresh,Moderate APR / Cash,Low,High – Over 60,Adverse – Rising APR,Generic,Yes,46,No,Growing,Typical,New Vehicle Focus,Benign,No,0
AMK-00024525,2024-07,Midsize / 3-Row SUV,Prior Year Closeout,ICE,Email – CRM,Yes,10,US – Suburban / Secondary,Steady State,Light Incentives,High – New Entrants,Tight – Under 30,Flat,Segmented,No,39,No,Mature EV Penetration,Typical,CPO / Used Consideration,Tightening,Yes,0
AMK-00024526,2024-12,Full-Size Pickup,Current Model Year,ICE,Email – CRM,No,2,Other Market,Steady State,Moderate APR / Cash,Low,Balanced,Adverse – Rising APR,1:1 Next-Best-Offer,No,44,No,Growing,High Fatigue Risk,New Vehicle Focus,Tightening,No,0
AMK-00024527,2022-08,Compact SUV / Crossover,Current Model Year,BEV,Paid Search,Yes,4,US – Major Metro,Mid-Cycle Refresh,Moderate APR / Cash,Moderate,Balanced,Favourable vs Prior Quarter,Segmented,Yes,38,No,Growing,Low Exposure,New Vehicle Focus,Constrained,No,1
AMK-00024528,2023-09,Full-Size Pickup,Current Model Year,BEV,OEM Website / App,Yes,4,US – Major Metro,Steady State,Moderate APR / Cash,High – New Entrants,Tight – Under 30,Adverse – Rising APR,Segmented,No,42,No,Growing,High Fatigue Risk,New Vehicle Focus,Constrained,No,0
AMK-00024529,2024-11,Compact SUV / Crossover,Current Model Year,BEV,Dealer Co-op – Local Digital,No,3,Other Market,Steady State,Heavy Stair-Step Risk,Moderate,Tight – Under 30,Flat,1:1 Next-Best-Offer,No,37,No,Early Market,Typical,CPO / Used Consideration,Tightening,No,0
AMK-00024530,2025-06,Compact SUV / Crossover,Current Model Year,BEV,OEM Website / App,Yes,1,Canada,Runout / End of Generation,Light Incentives,Low,Balanced,Adverse – Rising APR,Segmented,No,38,No,Early Market,Low Exposure,CPO / Used Consideration,Constrained,No,1
AMK-00024531,2022-10,Midsize Sedan,Prior Year Closeout,ICE,Dealer Co-op – Local Digital,Yes,6,US – Major Metro,New Launch / Fresh Reveal,Moderate APR / Cash,Low,High – Over 60,Adverse – Rising APR,Segmented,Yes,47,Yes,Growing,Low Exposure,New Vehicle Focus,Tightening,No,0
AMK-00024532,2023-07,Full-Size Pickup,Prior Year Closeout,BEV,Auto Show / Experiential,No,8,US – Suburban / Secondary,New Launch / Fresh Reveal,Light Incentives,Moderate,High – Over 60,Flat,1:1 Next-Best-Offer,Yes,40,Yes,Growing,High Fatigue Risk,New Vehicle Focus,Benign,No,1
AMK-00024533,2023-01,Compact SUV / Crossover,Prior Year Closeout,Hybrid,OEM Website / App,Yes,3,US – Major Metro,Steady State,Moderate APR / Cash,Moderate,High – Over 60,Favourable vs Prior Quarter,Segmented,No,22,No,Growing,Typical,Mixed / Undecided,Benign,Yes,0
AMK-00024534,2025-06,Midsize / 3-Row SUV,Current Model Year,Hybrid,Dealer Co-op – Local Digital,No,6,US – Suburban / Secondary,Steady State,Moderate APR / Cash,Low,High – Over 60,Flat,Generic,Yes,41,No,Early Market,Typical,CPO / Used Consideration,Constrained,No,0
AMK-00024535,2023-12,Midsize / 3-Row SUV,Current Model Year,ICE,OEM Website / App,No,10,US – Suburban / Secondary,Mid-Cycle Refresh,Light Incentives,Low,Balanced,Flat,Segmented,No,52,No,Mature EV Penetration,High Fatigue Risk,New Vehicle Focus,Benign,No,1
AMK-00024536,2025-03,Midsize / 3-Row SUV,Current Model Year,ICE,Programmatic Video / CTV,No,5,US – Major Metro,Steady State,Heavy Stair-Step Risk,Low,High – Over 60,Flat,Generic,No,30,No,Mature EV Penetration,Typical,New Vehicle Focus,Benign,No,0
AMK-00024537,2022-11,Full-Size Pickup,Prior Year Closeout,ICE,Paid Social,Yes,5,US – Major Metro,Steady State,Moderate APR / Cash,Low,Tight – Under 30,Flat,Segmented,Yes,34,No,Growing,Low Exposure,CPO / Used Consideration,Tightening,Yes,0
AMK-00024538,2024-07,Performance / Specialty,Next MY Pre-Order,ICE,Paid Social,No,3,US – Suburban / Secondary,Steady State,Heavy Stair-Step Risk,High – New Entrants,Balanced,Adverse – Rising APR,Segmented,Yes,35,No,Early Market,Low Exposure,New Vehicle Focus,Benign,Yes,0
AMK-00024539,2022-08,Full-Size Pickup,Current Model Year,Hybrid,Programmatic Video / CTV,No,2,US – Major Metro,New Launch / Fresh Reveal,Moderate APR / Cash,Low,Balanced,Flat,Segmented,Yes,34,No,Growing,Low Exposure,New Vehicle Focus,Tightening,No,0
AMK-00024540,2024-11,Performance / Specialty,Current Model Year,ICE,Paid Social,No,10,US – Suburban / Secondary,Steady State,Heavy Stair-Step Risk,Low,Balanced,Adverse – Rising APR,Generic,Yes,38,No,Early Market,Typical,CPO / Used Consideration,Benign,Yes,0
AMK-00024541,2025-07,Compact SUV / Crossover,Current Model Year,BEV,Paid Search,Yes,3,US – Suburban / Secondary,Mid-Cycle Refresh,Heavy Stair-Step Risk,Low,Balanced,Adverse – Rising APR,Generic,No,35,No,Early Market,Typical,CPO / Used Consideration,Benign,No,0
AMK-00024542,2025-01,Compact SUV / Crossover,Prior Year Closeout,BEV,Email – CRM,No,7,US – Suburban / Secondary,Mid-Cycle Refresh,Light Incentives,Low,Balanced,Adverse – Rising APR,Generic,No,33,No,Early Market,High Fatigue Risk,New Vehicle Focus,Constrained,Yes,0
AMK-00024543,2023-04,Compact SUV / Crossover,Prior Year Closeout,ICE,Paid Search,No,8,US – Rural / Exurban,Runout / End of Generation,Light Incentives,Moderate,Balanced,Flat,Segmented,No,33,No,Growing,Typical,New Vehicle Focus,Tightening,Yes,1
AMK-00024544,2024-01,Full-Size Pickup,Prior Year Closeout,BEV,Email – CRM,No,9,US – Suburban / Secondary,Runout / End of Generation,Moderate APR / Cash,Moderate,Balanced,Flat,Segmented,No,38,No,Early Market,Low Exposure,New Vehicle Focus,Tightening,No,0
AMK-00024545,2023-07,Compact SUV / Crossover,Current Model Year,Hybrid,Programmatic Video / CTV,Yes,6,US – Major Metro,Steady State,Heavy Stair-Step Risk,Moderate,Balanced,Flat,Segmented,No,43,No,Mature EV Penetration,Low Exposure,Mixed / Undecided,Tightening,No,1
AMK-00024546,2025-02,EV Crossover,Prior Year Closeout,BEV,Paid Social,No,6,US – Major Metro,Steady State,Moderate APR / Cash,Low,Balanced,Favourable vs Prior Quarter,Generic,Yes,42,No,Early Market,Typical,CPO / Used Consideration,Tightening,Yes,0
